repository name,repository URL,whether it is a fork,upstream/original repository if available,last updated date,visibility,whether there appear to be unique commits or meaningful changes by me,"whether there are signs of portfolio value, learning value, or contribution value",recommendation,short reason for the recommendation
community,https://github.com/Ibraheemolasupogit/community,Yes,https://github.com/kubernetes/community,2025-08-28T15:36:21Z,public,No obvious unique commits from public metadata,portfolio/reference; contribution/reference,KEEP,Shows portfolio/reference; contribution/reference value; preserve unless a manual review finds it duplicated elsewhere.
computer-vision-aws-machine-learning-university-accelerated-cv,https://github.com/Ibraheemolasupogit/computer-vision-aws-machine-learning-university-accelerated-cv,Yes,https://github.com/aws-samples/aws-machine-learning-university-accelerated-cv,2025-08-05T17:30:23Z,public,Possible: fork branch has pushes at/after fork creation; could be user work or a sync,portfolio/reference,KEEP,Shows portfolio/reference value; preserve unless a manual review finds it duplicated elsewhere.
Configure-secure-access-to-workloads-with-Azure-virtual-networking-services,https://github.com/Ibraheemolasupogit/Configure-secure-access-to-workloads-with-Azure-virtual-networking-services,Yes,https://github.com/MicrosoftLearning/Configure-secure-access-to-workloads-with-Azure-virtual-networking-services,2025-11-02T18:43:55Z,public,No obvious unique commits from public metadata,portfolio/reference,KEEP,Shows portfolio/reference value; preserve unless a manual review finds it duplicated elsewhere.
configure-siem-security-operations-using-microsoft-sentinel,https://github.com/Ibraheemolasupogit/configure-siem-security-operations-using-microsoft-sentinel,Yes,https://github.com/MicrosoftLearning/configure-siem-security-operations-using-microsoft-sentinel,2025-08-26T08:25:50Z,public,No obvious unique commits from public metadata,portfolio/reference,KEEP,Shows portfolio/reference value; preserve unless a manual review finds it duplicated elsewhere.
configuring-qbusiness-with-idc-tti,https://github.com/Ibraheemolasupogit/configuring-qbusiness-with-idc-tti,Yes,https://github.com/aws-samples/configuring-qbusiness-with-idc-tti,2025-07-20T07:42:39Z,public,No obvious unique commits from public metadata,portfolio/reference; learning,KEEP,Shows portfolio/reference; learning value; preserve unless a manual review finds it duplicated elsewhere.
course-master-big-data-with-pyspark-and-aws-Lex,https://github.com/Ibraheemolasupogit/course-master-big-data-with-pyspark-and-aws-Lex,Yes,https://github.com/AISCIENCES/course-master-big-data-with-pyspark-and-aws,2025-08-04T20:54:35Z,public,No obvious unique commits from public metadata,portfolio/reference; learning,KEEP,Shows portfolio/reference; learning value; preserve unless a manual review finds it duplicated elsewhere.
course-ml-projects,https://github.com/Ibraheemolasupogit/course-ml-projects,Yes,https://github.com/AISCIENCES/course-ml-projects,2025-08-04T21:03:24Z,public,No obvious unique commits from public metadata,portfolio/reference; learning,KEEP,Shows portfolio/reference; learning value; preserve unless a manual review finds it duplicated elsewhere.
Credit-Card-Application-Fraud-Analytics,https://github.com/Ibraheemolasupogit/Credit-Card-Application-Fraud-Analytics,Yes,https://github.com/ZhiyuZhang803/Credit-Card-Application-Fraud-Analytics,2025-09-01T05:40:04Z,public,No obvious unique commits from public metadata,portfolio/reference,KEEP,Shows portfolio/reference value; preserve unless a manual review finds it duplicated elsewhere.
Credit-card-approval-prediction-classification,https://github.com/Ibraheemolasupogit/Credit-card-approval-prediction-classification,Yes,https://github.com/semasuka/Credit-card-approval-prediction-classification,2025-09-01T04:56:25Z,public,No obvious unique commits from public metadata,portfolio/reference,KEEP,Shows portfolio/reference value; preserve unless a manual review finds it duplicated elsewhere.
Credit-Card-Fraud-Detection,https://github.com/Ibraheemolasupogit/Credit-Card-Fraud-Detection,Yes,https://github.com/sagnikghoshcr7/Credit-Card-Fraud-Detection,2025-09-01T05:07:40Z,public,No obvious unique commits from public metadata,portfolio/reference,KEEP,Shows portfolio/reference value; preserve unless a manual review finds it duplicated elsewhere.
Credit-Card-Fraud-Detection-using-Autoencoders-in-Keras,https://github.com/Ibraheemolasupogit/Credit-Card-Fraud-Detection-using-Autoencoders-in-Keras,Yes,https://github.com/curiousily/Credit-Card-Fraud-Detection-using-Autoencoders-in-Keras,2025-09-01T05:12:42Z,public,No obvious unique commits from public metadata,portfolio/reference,KEEP,Shows portfolio/reference value; preserve unless a manual review finds it duplicated elsewhere.
Credit-Risk-Modeling-End-to-End-Project,https://github.com/Ibraheemolasupogit/Credit-Risk-Modeling-End-to-End-Project,Yes,https://github.com/nafiul-araf/Credit-Risk-Modeling-End-to-End-Project,2025-09-01T04:30:26Z,public,No obvious unique commits from public metadata,portfolio/reference,KEEP,Shows portfolio/reference value; preserve unless a manual review finds it duplicated elsewhere.
crewAI,https://github.com/Ibraheemolasupogit/crewAI,Yes,https://github.com/crewAIInc/crewAI,2025-07-31T18:06:27Z,public,No obvious unique commits from public metadata,portfolio/reference; contribution/reference,KEEP,Shows portfolio/reference; contribution/reference value; preserve unless a manual review finds it duplicated elsewhere.
data-analytics-golden-demo,https://github.com/Ibraheemolasupogit/data-analytics-golden-demo,Yes,https://github.com/GoogleCloudPlatform/data-analytics-golden-demo,2025-07-23T03:56:31Z,public,No obvious unique commits from public metadata,portfolio/reference,KEEP,Shows portfolio/reference value; preserve unless a manual review finds it duplicated elsewhere.
data-analytics-services,https://github.com/Ibraheemolasupogit/data-analytics-services,Yes,https://github.com/NHSDigital/data-analytics-services,2025-08-20T13:33:27Z,public,No obvious unique commits from public metadata,portfolio/reference; contribution/reference,KEEP,Shows portfolio/reference; contribution/reference value; preserve unless a manual review finds it duplicated elsewhere.
data-api-builder,https://github.com/Ibraheemolasupogit/data-api-builder,Yes,https://github.com/Azure/data-api-builder,2025-07-23T06:59:24Z,public,No obvious unique commits from public metadata,portfolio/reference,KEEP,Shows portfolio/reference value; preserve unless a manual review finds it duplicated elsewhere.
data-science-ipython-notebooks,https://github.com/Ibraheemolasupogit/data-science-ipython-notebooks,Yes,https://github.com/donnemartin/data-science-ipython-notebooks,2025-08-13T12:10:48Z,public,Possible: fork branch has pushes at/after fork creation; could be user work or a sync,portfolio/reference; learning,KEEP,Shows portfolio/reference; learning value; preserve unless a manual review finds it duplicated elsewhere.
datascience,https://github.com/Ibraheemolasupogit/datascience,Yes,https://github.com/nhsengland/datascience,2025-08-20T13:31:15Z,public,No obvious unique commits from public metadata,portfolio/reference,KEEP,Shows portfolio/reference value; preserve unless a manual review finds it duplicated elsewhere.
Defend-against-cyberthreats-Microsoft-Defender-XDR,https://github.com/Ibraheemolasupogit/Defend-against-cyberthreats-Microsoft-Defender-XDR,Yes,https://github.com/MicrosoftLearning/Defend-against-cyberthreats-Microsoft-Defender-XDR,2025-08-26T08:32:12Z,public,No obvious unique commits from public metadata,portfolio/reference,KEEP,Shows portfolio/reference value; preserve unless a manual review finds it duplicated elsewhere.
Defender-SC-200T00A-Microsoft-Security-Operations-Analyst,https://github.com/Ibraheemolasupogit/Defender-SC-200T00A-Microsoft-Security-Operations-Analyst,Yes,https://github.com/MicrosoftLearning/SC-200T00A-Microsoft-Security-Operations-Analyst,2025-07-13T08:03:03Z,public,No obvious unique commits from public metadata,portfolio/reference; learning,KEEP,Shows portfolio/reference; learning value; preserve unless a manual review finds it duplicated elsewhere.
delta,https://github.com/Ibraheemolasupogit/delta,Yes,https://github.com/delta-io/delta,2025-08-22T21:43:50Z,public,Possible: fork branch has pushes at/after fork creation; could be user work or a sync,contribution/reference,KEEP,Shows contribution/reference value; preserve unless a manual review finds it duplicated elsewhere.
deploy-cloud-functions,https://github.com/Ibraheemolasupogit/deploy-cloud-functions,Yes,https://github.com/google-github-actions/deploy-cloud-functions,2025-07-09T11:48:28Z,public,No obvious unique commits from public metadata,portfolio/reference,KEEP,Shows portfolio/reference value; preserve unless a manual review finds it duplicated elsewhere.
Develop-generative-AI-apps-in-Azures-GenAIOps,https://github.com/Ibraheemolasupogit/Develop-generative-AI-apps-in-Azures-GenAIOps,Yes,https://github.com/MicrosoftLearning/mslearn-genaiops,2025-08-14T17:33:22Z,public,Possible: fork branch has pushes at/after fork creation; could be user work or a sync,portfolio/reference; learning,KEEP,Shows portfolio/reference; learning value; preserve unless a manual review finds it duplicated elsewhere.
Devops-AZ400-DesigningandImplementingMicrosoftDevOpsSolutions,https://github.com/Ibraheemolasupogit/Devops-AZ400-DesigningandImplementingMicrosoftDevOpsSolutions,Yes,https://github.com/MicrosoftLearning/AZ400-DesigningandImplementingMicrosoftDevOpsSolutions,2025-07-13T08:00:33Z,public,No obvious unique commits from public metadata,portfolio/reference; learning,KEEP,Shows portfolio/reference; learning value; preserve unless a manual review finds it duplicated elsewhere.
Devops-eShopOnWeb,https://github.com/Ibraheemolasupogit/Devops-eShopOnWeb,Yes,https://github.com/MicrosoftLearning/eShopOnWeb,2025-07-13T07:57:16Z,public,No obvious unique commits from public metadata,portfolio/reference; learning,KEEP,Shows portfolio/reference; learning value; preserve unless a manual review finds it duplicated elsewhere.
Devops-hello-world,https://github.com/Ibraheemolasupogit/Devops-hello-world,Yes,https://github.com/yankils/hello-world,2025-08-04T08:17:40Z,public,No obvious unique commits from public metadata,portfolio/reference,KEEP,Shows portfolio/reference value; preserve unless a manual review finds it duplicated elsewhere.
DevOps-solutions,https://github.com/Ibraheemolasupogit/DevOps-solutions,Yes,https://github.com/imnowdevops/ddc-material,2025-09-08T14:00:21Z,public,No obvious unique commits from public metadata,portfolio/reference,KEEP,Shows portfolio/reference value; preserve unless a manual review finds it duplicated elsewhere.
dify,https://github.com/Ibraheemolasupogit/dify,Yes,https://github.com/langgenius/dify,2025-08-13T17:06:56Z,public,Possible: fork branch has pushes at/after fork creation; could be user work or a sync,portfolio/reference,KEEP,Shows portfolio/reference value; preserve unless a manual review finds it duplicated elsewhere.
DP-100-Designing-and-implementing-data-science-solutions-on-Azure,https://github.com/Ibraheemolasupogit/DP-100-Designing-and-implementing-data-science-solutions-on-Azure,Yes,https://github.com/annav88/mslearn-azure-ml-100,2025-08-05T17:45:18Z,public,Possible: fork branch has pushes at/after fork creation; could be user work or a sync,portfolio/reference; learning,KEEP,Shows portfolio/reference; learning value; preserve unless a manual review finds it duplicated elsewhere.
dp-203-azure-data-engineer-DP-3012-Data-Analytics-Solution-with-Azure-Synapse-Analytics,https://github.com/Ibraheemolasupogit/dp-203-azure-data-engineer-DP-3012-Data-Analytics-Solution-with-Azure-Synapse-Analytics,Yes,https://github.com/secedit/dp-203-azure-data-engineer,2025-07-31T15:31:36Z,public,No obvious unique commits from public metadata,portfolio/reference; learning,KEEP,Shows portfolio/reference; learning value; preserve unless a manual review finds it duplicated elsewhere.
DP-3028-Gen-AI-Eng-DP-3014-ML-solution-with-Azure-Databricks-DP-3011-Data-Analytic-DP-3027-Data-DEgr,https://github.com/Ibraheemolasupogit/DP-3028-Gen-AI-Eng-DP-3014-ML-solution-with-Azure-Databricks-DP-3011-Data-Analytic-DP-3027-Data-DEgr,Yes,https://github.com/MicrosoftLearning/mslearn-databricks,2025-07-31T14:56:02Z,public,Possible: metadata or repository activity changed after fork creation,portfolio/reference; learning,KEEP,Shows portfolio/reference; learning value; preserve unless a manual review finds it duplicated elsewhere.
dp-420-cosmos-db-dev,https://github.com/Ibraheemolasupogit/dp-420-cosmos-db-dev,Yes,https://github.com/MicrosoftLearning/dp-420-cosmos-db-dev,2025-11-01T06:55:26Z,public,No obvious unique commits from public metadata,portfolio/reference; learning,KEEP,Shows portfolio/reference; learning value; preserve unless a manual review finds it duplicated elsewhere.
DP-500-Azure-Data-Analyst,https://github.com/Ibraheemolasupogit/DP-500-Azure-Data-Analyst,Yes,https://github.com/MicrosoftLearning/DP-500-Azure-Data-Analyst,2025-09-13T04:32:48Z,public,No obvious unique commits from public metadata,portfolio/reference; learning,KEEP,Shows portfolio/reference; learning value; preserve unless a manual review finds it duplicated elsewhere.
DP-700T00-A-Microsoft-Fabric-Data-Engineer-Fabric-mslearn-fabric,https://github.com/Ibraheemolasupogit/DP-700T00-A-Microsoft-Fabric-Data-Engineer-Fabric-mslearn-fabric,Yes,https://github.com/MicrosoftLearning/mslearn-fabric,2025-07-31T16:17:42Z,public,Possible: metadata or repository activity changed after fork creation,learning,KEEP,Learning-oriented fork with possible activity after creation.
DP-750T00-Implement-Data-Engineering-Solutions-using-Azure-Databricks,https://github.com/Ibraheemolasupogit/DP-750T00-Implement-Data-Engineering-Solutions-using-Azure-Databricks,Yes,https://github.com/MicrosoftLearning/DP-750T00-Implement-Data-Engineering-Solutions-using-Azure-Databricks,2026-04-09T08:19:37Z,public,No obvious unique commits from public metadata,portfolio/reference; learning,KEEP,Shows portfolio/reference; learning value; preserve unless a manual review finds it duplicated elsewhere.
DP-900T00A-Azure-Data-Fundamentals,https://github.com/Ibraheemolasupogit/DP-900T00A-Azure-Data-Fundamentals,Yes,https://github.com/MicrosoftLearning/DP-900T00A-Azure-Data-Fundamentals,2025-07-31T15:12:51Z,public,No obvious unique commits from public metadata,portfolio/reference; learning,KEEP,Shows portfolio/reference; learning value; preserve unless a manual review finds it duplicated elsewhere.
End-to-End-Vertex-AI-Pipeline-for-Fraud-Detection,https://github.com/Ibraheemolasupogit/End-to-End-Vertex-AI-Pipeline-for-Fraud-Detection,Yes,https://github.com/zacharyvunguyen/End-to-End-Vertex-AI-Pipeline-for-Fraud-Detection,2025-08-04T16:31:09Z,public,No obvious unique commits from public metadata,portfolio/reference,KEEP,Shows portfolio/reference value; preserve unless a manual review finds it duplicated elsewhere.
Forecasting,https://github.com/Ibraheemolasupogit/Forecasting,Yes,https://github.com/nhsx/Forecasting,2025-08-20T21:30:09Z,public,Possible: fork branch has pushes at/after fork creation; could be user work or a sync,portfolio/reference,KEEP,Shows portfolio/reference value; preserve unless a manual review finds it duplicated elsewhere.
Fraud-Analytics-with-AI-ML,https://github.com/Ibraheemolasupogit/Fraud-Analytics-with-AI-ML,Yes,https://github.com/RP-333/Fraud-Analytics-with-AI-ML,2025-09-01T04:30:06Z,public,No obvious unique commits from public metadata,portfolio/reference,KEEP,Shows portfolio/reference value; preserve unless a manual review finds it duplicated elsewhere.
fraud-detection-handbook,https://github.com/Ibraheemolasupogit/fraud-detection-handbook,Yes,https://github.com/Fraud-Detection-Handbook/fraud-detection-handbook,2025-09-01T05:11:28Z,public,No obvious unique commits from public metadata,portfolio/reference,KEEP,Shows portfolio/reference value; preserve unless a manual review finds it duplicated elsewhere.
GCP-deploy-cloudrun,https://github.com/Ibraheemolasupogit/GCP-deploy-cloudrun,Yes,https://github.com/google-github-actions/deploy-cloudrun,2025-07-09T11:50:41Z,public,No obvious unique commits from public metadata,portfolio/reference,KEEP,Shows portfolio/reference value; preserve unless a manual review finds it duplicated elsewhere.
GCP-example-workflows,https://github.com/Ibraheemolasupogit/GCP-example-workflows,Yes,https://github.com/google-github-actions/example-workflows,2025-07-09T11:49:28Z,public,No obvious unique commits from public metadata,portfolio/reference; learning,KEEP,Shows portfolio/reference; learning value; preserve unless a manual review finds it duplicated elsewhere.
gcp-mlops-development-to-deployment,https://github.com/Ibraheemolasupogit/gcp-mlops-development-to-deployment,Yes,https://github.com/sidoncloud/gcp-mlops,2025-08-02T19:05:50Z,public,No obvious unique commits from public metadata,portfolio/reference; learning,KEEP,Shows portfolio/reference; learning value; preserve unless a manual review finds it duplicated elsewhere.
GCP-workflows-demos,https://github.com/Ibraheemolasupogit/GCP-workflows-demos,Yes,https://github.com/GoogleCloudPlatform/workflows-demos,2025-07-09T11:45:06Z,public,No obvious unique commits from public metadata,portfolio/reference; learning,KEEP,Shows portfolio/reference; learning value; preserve unless a manual review finds it duplicated elsewhere.
gcs-connector-for-pytorch,https://github.com/Ibraheemolasupogit/gcs-connector-for-pytorch,Yes,https://github.com/GoogleCloudPlatform/gcs-connector-for-pytorch,2025-07-30T16:08:24Z,public,No obvious unique commits from public metadata,portfolio/reference,KEEP,Shows portfolio/reference value; preserve unless a manual review finds it duplicated elsewhere.
gemini-cli,https://github.com/Ibraheemolasupogit/gemini-cli,Yes,https://github.com/google-gemini/gemini-cli,2025-08-13T17:09:05Z,public,Possible: fork branch has pushes at/after fork creation; could be user work or a sync,portfolio/reference; contribution/reference,KEEP,Shows portfolio/reference; contribution/reference value; preserve unless a manual review finds it duplicated elsewhere.
generative-ai,https://github.com/Ibraheemolasupogit/generative-ai,Yes,https://github.com/GoogleCloudPlatform/generative-ai,2025-07-18T15:08:15Z,public,No obvious unique commits from public metadata,portfolio/reference; learning,KEEP,Shows portfolio/reference; learning value; preserve unless a manual review finds it duplicated elsewhere.
Get-started-Microsoft-Entra-Management-Tasks,https://github.com/Ibraheemolasupogit/Get-started-Microsoft-Entra-Management-Tasks,Yes,https://github.com/MicrosoftLearning/Get-started-Microsoft-Entra-Management-Tasks,2025-11-03T11:10:42Z,public,No obvious unique commits from public metadata,portfolio/reference,KEEP,Shows portfolio/reference value; preserve unless a manual review finds it duplicated elsewhere.
getting-started-with-github-copilot,https://github.com/Ibraheemolasupogit/getting-started-with-github-copilot,Yes,https://github.com/skills/getting-started-with-github-copilot,2025-07-08T14:42:47Z,public,No obvious unique commits from public metadata,portfolio/reference; learning,KEEP,Shows portfolio/reference; learning value; preserve unless a manual review finds it duplicated elsewhere.
google-cloud-certifications,https://github.com/Ibraheemolasupogit/google-cloud-certifications,Yes,https://github.com/stacksimplify/google-cloud-certifications,2025-07-31T16:33:57Z,public,No obvious unique commits from public metadata,portfolio/reference; learning,KEEP,Shows portfolio/reference; learning value; preserve unless a manual review finds it duplicated elsewhere.
Guide-on-making-contribution,https://github.com/Ibraheemolasupogit/Guide-on-making-contribution,Yes,https://github.com/firstcontributions/first-contributions,2025-06-30T17:06:35Z,public,Possible: fork branch has pushes at/after fork creation; could be user work or a sync,learning; contribution/reference,KEEP,Shows learning; contribution/reference value; preserve unless a manual review finds it duplicated elsewhere.
Gurobi-Modeling-examples,https://github.com/Ibraheemolasupogit/Gurobi-Modeling-examples,Yes,https://github.com/Gurobi/modeling-examples,2025-07-05T14:11:28Z,public,Possible: fork branch has pushes at/after fork creation; could be user work or a sync,learning,KEEP,Learning-oriented fork with possible activity after creation.
Health-Data-and-AI-Blueprint,https://github.com/Ibraheemolasupogit/Health-Data-and-AI-Blueprint,Yes,https://github.com/Azure/Health-Data-and-AI-Blueprint,2025-07-22T15:13:16Z,public,No obvious unique commits from public metadata,portfolio/reference,KEEP,Shows portfolio/reference value; preserve unless a manual review finds it duplicated elsewhere.
hello-github-actions_GitHub_MS,https://github.com/Ibraheemolasupogit/hello-github-actions_GitHub_MS,Yes,https://github.com/skills/hello-github-actions,2026-02-12T14:40:23Z,public,Possible: metadata or repository activity changed after fork creation,learning,KEEP,Learning-oriented fork with possible activity after creation.
hive,https://github.com/Ibraheemolasupogit/hive,Yes,https://github.com/apache/hive,2025-08-21T00:25:19Z,public,No obvious unique commits from public metadata,portfolio/reference; contribution/reference,KEEP,Shows portfolio/reference; contribution/reference value; preserve unless a manual review finds it duplicated elsewhere.
House-Prices-Advanced-Regression-Techniques-Kaggle,https://github.com/Ibraheemolasupogit/House-Prices-Advanced-Regression-Techniques-Kaggle,Yes,https://github.com/MaizeCobra/Kaggle-Competitions,2025-07-11T13:56:14Z,public,No obvious unique commits from public metadata,portfolio/reference; learning,KEEP,Shows portfolio/reference; learning value; preserve unless a manual review finds it duplicated elsewhere.
implement-column-level-encryption-in-amazon-redshift-with-aws-glue-and-aws-lambda-udf,https://github.com/Ibraheemolasupogit/implement-column-level-encryption-in-amazon-redshift-with-aws-glue-and-aws-lambda-udf,Yes,https://github.com/aws-samples/implement-column-level-encryption-in-amazon-redshift-with-aws-glue-and-aws-lambda-udf,2025-07-10T01:55:07Z,public,No obvious unique commits from public metadata,portfolio/reference,KEEP,Shows portfolio/reference value; preserve unless a manual review finds it duplicated elsewhere.
implement-security-through-pipeline-using-devops,https://github.com/Ibraheemolasupogit/implement-security-through-pipeline-using-devops,Yes,https://github.com/MicrosoftLearning/implement-security-through-pipeline-using-devops,2025-11-19T02:47:46Z,public,No obvious unique commits from public metadata,portfolio/reference; learning,KEEP,Shows portfolio/reference; learning value; preserve unless a manual review finds it duplicated elsewhere.
kafka-tutorials,https://github.com/Ibraheemolasupogit/kafka-tutorials,Yes,https://github.com/confluentinc/kafka-tutorials,2025-08-21T00:21:12Z,public,No obvious unique commits from public metadata,portfolio/reference; contribution/reference,KEEP,Shows portfolio/reference; contribution/reference value; preserve unless a manual review finds it duplicated elsewhere.
kops,https://github.com/Ibraheemolasupogit/kops,Yes,https://github.com/kubernetes/kops,2025-08-28T15:36:13Z,public,Possible: fork branch has pushes at/after fork creation; could be user work or a sync,portfolio/reference; contribution/reference,KEEP,Shows portfolio/reference; contribution/reference value; preserve unless a manual review finds it duplicated elsewhere.
kubeflow-gke-docs,https://github.com/Ibraheemolasupogit/kubeflow-gke-docs,Yes,https://github.com/GoogleCloudPlatform/kubeflow-gke-docs,2025-08-03T20:03:48Z,public,No obvious unique commits from public metadata,portfolio/reference,KEEP,Shows portfolio/reference value; preserve unless a manual review finds it duplicated elsewhere.
kubernetes,https://github.com/Ibraheemolasupogit/kubernetes,Yes,https://github.com/kubernetes/kubernetes,2025-08-31T17:33:05Z,public,Possible: fork branch has pushes at/after fork creation; could be user work or a sync,portfolio/reference; contribution/reference,KEEP,Shows portfolio/reference; contribution/reference value; preserve unless a manual review finds it duplicated elsewhere.
kubernetes-engine-samples,https://github.com/Ibraheemolasupogit/kubernetes-engine-samples,Yes,https://github.com/GoogleCloudPlatform/kubernetes-engine-samples,2025-08-03T15:47:05Z,public,No obvious unique commits from public metadata,portfolio/reference; learning; contribution/reference,KEEP,Shows portfolio/reference; learning; contribution/reference value; preserve unless a manual review finds it duplicated elsewhere.
labs-ai-tools-for-devs,https://github.com/Ibraheemolasupogit/labs-ai-tools-for-devs,Yes,https://github.com/docker/labs-ai-tools-for-devs,2025-08-19T21:12:58Z,public,No obvious unique commits from public metadata,portfolio/reference; learning,KEEP,Shows portfolio/reference; learning value; preserve unless a manual review finds it duplicated elsewhere.
langflow,https://github.com/Ibraheemolasupogit/langflow,Yes,https://github.com/langflow-ai/langflow,2025-08-13T17:04:07Z,public,Possible: fork branch has pushes at/after fork creation; could be user work or a sync,portfolio/reference,KEEP,Shows portfolio/reference value; preserve unless a manual review finds it duplicated elsewhere.
langgraph,https://github.com/Ibraheemolasupogit/langgraph,Yes,https://github.com/langchain-ai/langgraph,2025-08-13T17:02:16Z,public,Possible: fork branch has pushes at/after fork creation; could be user work or a sync,portfolio/reference,KEEP,Shows portfolio/reference value; preserve unless a manual review finds it duplicated elsewhere.
lda-NLP,https://github.com/Ibraheemolasupogit/lda-NLP,Yes,https://github.com/lda-project/lda,2025-08-22T20:31:16Z,public,Possible: metadata or repository activity changed after fork creation,portfolio/reference,KEEP,Shows portfolio/reference value; preserve unless a manual review finds it duplicated elsewhere.
Loan-prediction-using-Machine-Learning-and-Python,https://github.com/Ibraheemolasupogit/Loan-prediction-using-Machine-Learning-and-Python,Yes,https://github.com/Architectshwet/Loan-prediction-using-Machine-Learning-and-Python,2025-07-19T12:14:43Z,public,No obvious unique commits from public metadata,portfolio/reference,KEEP,Shows portfolio/reference value; preserve unless a manual review finds it duplicated elsewhere.
MachineLearningNotebooks,https://github.com/Ibraheemolasupogit/MachineLearningNotebooks,Yes,https://github.com/Azure/MachineLearningNotebooks,2025-07-22T12:04:56Z,public,No obvious unique commits from public metadata,portfolio/reference; learning,KEEP,Shows portfolio/reference; learning value; preserve unless a manual review finds it duplicated elsewhere.
MetaGPT,https://github.com/Ibraheemolasupogit/MetaGPT,Yes,https://github.com/FoundationAgents/MetaGPT,2025-08-13T17:12:07Z,public,No obvious unique commits from public metadata,portfolio/reference; contribution/reference,KEEP,Shows portfolio/reference; contribution/reference value; preserve unless a manual review finds it duplicated elsewhere.
ML-For-Beginners,https://github.com/Ibraheemolasupogit/ML-For-Beginners,Yes,https://github.com/microsoft/ML-For-Beginners,2025-08-23T07:09:59Z,public,No obvious unique commits from public metadata,portfolio/reference,KEEP,Shows portfolio/reference value; preserve unless a manual review finds it duplicated elsewhere.
ml-on-gcp,https://github.com/Ibraheemolasupogit/ml-on-gcp,Yes,https://github.com/GoogleCloudPlatform/ml-on-gcp,2025-07-30T16:10:17Z,public,No obvious unique commits from public metadata,portfolio/reference,KEEP,Shows portfolio/reference value; preserve unless a manual review finds it duplicated elsewhere.
MLOps-model-deployment-GCP,https://github.com/Ibraheemolasupogit/MLOps-model-deployment-GCP,Yes,https://github.com/futurexskill/ml-model-deployment,2025-08-07T03:31:01Z,public,No obvious unique commits from public metadata,portfolio/reference,KEEP,Shows portfolio/reference value; preserve unless a manual review finds it duplicated elsewhere.
mlops-stacks,https://github.com/Ibraheemolasupogit/mlops-stacks,Yes,https://github.com/databricks/mlops-stacks,2025-08-19T03:22:16Z,public,Possible: fork branch has pushes at/after fork creation; could be user work or a sync,portfolio/reference,KEEP,Shows portfolio/reference value; preserve unless a manual review finds it duplicated elsewhere.
mlops-templates,https://github.com/Ibraheemolasupogit/mlops-templates,Yes,https://github.com/Azure/mlops-templates,2025-07-22T15:02:53Z,public,No obvious unique commits from public metadata,portfolio/reference; learning,KEEP,Shows portfolio/reference; learning value; preserve unless a manual review finds it duplicated elsewhere.
MLOps-v2,https://github.com/Ibraheemolasupogit/MLOps-v2,Yes,https://github.com/Azure/mlops-v2,2025-07-02T11:25:30Z,public,No obvious unique commits from public metadata,portfolio/reference; learning,KEEP,Shows portfolio/reference; learning value; preserve unless a manual review finds it duplicated elsewhere.
mlops-with-vertex-ai,https://github.com/Ibraheemolasupogit/mlops-with-vertex-ai,Yes,https://github.com/GoogleCloudPlatform/mlops-with-vertex-ai,2025-07-18T15:10:17Z,public,No obvious unique commits from public metadata,portfolio/reference; learning,KEEP,Shows portfolio/reference; learning value; preserve unless a manual review finds it duplicated elsewhere.
mlsecops,https://github.com/Ibraheemolasupogit/mlsecops,Yes,https://github.com/Benjamin-KY/MLSecOps,2025-10-01T16:33:18Z,public,No obvious unique commits from public metadata,portfolio/reference; learning,KEEP,Shows portfolio/reference; learning value; preserve unless a manual review finds it duplicated elsewhere.
MS-4002-Prepare-security-and-compliance-to-support-Microsoft-365-Copilot,https://github.com/Ibraheemolasupogit/MS-4002-Prepare-security-and-compliance-to-support-Microsoft-365-Copilot,Yes,https://github.com/MicrosoftLearning/MS-4002-Prepare-security-and-compliance-to-support-Microsoft-365-Copilot,2025-12-07T12:34:42Z,public,No obvious unique commits from public metadata,portfolio/reference; learning,KEEP,Shows portfolio/reference; learning value; preserve unless a manual review finds it duplicated elsewhere.
MS-4010-Extend-Microsoft365-Copilot-declarative-agents-VS-Code,https://github.com/Ibraheemolasupogit/MS-4010-Extend-Microsoft365-Copilot-declarative-agents-VS-Code,Yes,https://github.com/MicrosoftLearning/MS-4010-Extend-Microsoft365-Copilot-declarative-agents-VS-Code,2025-11-08T04:13:54Z,public,No obvious unique commits from public metadata,portfolio/reference; learning,KEEP,Shows portfolio/reference; learning value; preserve unless a manual review finds it duplicated elsewhere.
mslearn-ai-agents-AI-102-Designing-and-Implementing-a-Microsoft-Azure-AI-Solution-Day-2-AI-3026,https://github.com/Ibraheemolasupogit/mslearn-ai-agents-AI-102-Designing-and-Implementing-a-Microsoft-Azure-AI-Solution-Day-2-AI-3026,Yes,https://github.com/MicrosoftLearning/mslearn-ai-agents,2025-07-31T12:14:12Z,public,Possible: metadata or repository activity changed after fork creation,portfolio/reference; learning,KEEP,Shows portfolio/reference; learning value; preserve unless a manual review finds it duplicated elsewhere.
mslearn-ai-document-intelligence-102,https://github.com/Ibraheemolasupogit/mslearn-ai-document-intelligence-102,Yes,https://github.com/MicrosoftLearning/mslearn-ai-document-intelligence,2025-08-14T17:29:21Z,public,Possible: metadata or repository activity changed after fork creation,portfolio/reference; learning,KEEP,Shows portfolio/reference; learning value; preserve unless a manual review finds it duplicated elsewhere.
